age,tenure_months,monthly_charges,support_tickets,monthly_logins,late_payment,contract_type,internet_service,payment_method,paperless_billing,has_dependents,satisfaction_score,data_usage_gb,churn
66,56,148.06,1,18,0,Month-to-month,Fiber optic,Credit card,1,0,3,66.9,0
64,33,98.66,2,9,0,Month-to-month,Fiber optic,Electronic check,1,0,10,56.2,0
75,33,58.64,3,8,0,Month-to-month,DSL,Mailed check,1,0,5,88.8,0
55,29,75.78,3,14,0,Two year,DSL,Credit card,1,0,7,24.5,0
26,54,136.68,2,7,0,Two year,DSL,Bank transfer,0,0,8,34.7,1
47,16,30.62,1,16,0,Month-to-month,DSL,Electronic check,0,0,7,68.5,0
43,71,38.64,0,15,0,One year,Fiber optic,Mailed check,1,1,9,36.3,0
66,13,118.6,1,17,1,One year,Fiber optic,Bank transfer,1,0,1,32.1,1
40,34,117.12,1,9,0,Two year,Fiber optic,Credit card,1,1,6,104.4,1
37,23,175.59,2,13,0,Month-to-month,None,Mailed check,0,0,8,107.5,1
22,47,79.93,1,13,0,Two year,None,Credit card,1,0,1,71.0,1
66,50,30.41,2,13,0,Two year,DSL,Credit card,0,1,5,36.8,0
61,67,106.01,1,13,0,One year,Fiber optic,Credit card,1,1,9,42.1,0
20,57,122.14,0,12,0,Month-to-month,DSL,Bank transfer,1,1,4,62.0,1
43,18,42.34,1,15,0,Month-to-month,Fiber optic,Credit card,0,1,1,49.1,0
45,15,108.46,0,13,0,Month-to-month,Fiber optic,Bank transfer,1,0,4,80.0,0
45,64,51.64,3,18,1,Two year,Fiber optic,Mailed check,1,0,6,27.6,0
71,36,155.16,1,14,0,One year,Fiber optic,Bank transfer,0,0,1,28.1,0
26,8,153.63,1,13,0,Two year,Fiber optic,Bank transfer,0,0,5,51.3,1
35,60,88.74,4,12,0,Month-to-month,DSL,Bank transfer,0,1,7,107.8,0
28,47,174.68,2,14,0,Two year,Fiber optic,Mailed check,0,0,10,69.9,1
32,2,176.76,0,9,0,Two year,None,Bank transfer,1,0,7,58.9,0
70,57,40.68,2,16,0,Month-to-month,Fiber optic,Mailed check,1,1,2,58.7,0
72,44,78.83,2,12,0,Month-to-month,DSL,Bank transfer,1,0,10,105.2,0
20,45,116.05,2,11,1,One year,Fiber optic,Electronic check,1,0,7,134.8,1
54,63,33.57,1,9,0,One year,Fiber optic,Mailed check,0,1,9,27.0,0
31,36,81.22,2,15,0,Month-to-month,Fiber optic,Electronic check,1,0,4,62.7,1
29,34,61.79,1,14,0,One year,DSL,Bank transfer,0,0,1,66.0,0
34,45,172.33,2,18,0,Month-to-month,Fiber optic,Bank transfer,1,0,5,42.2,1
29,15,85.85,2,11,0,One year,DSL,Bank transfer,1,0,4,33.8,0
46,11,142.03,0,7,0,Two year,Fiber optic,Credit card,1,0,5,14.9,0
75,61,81.87,0,13,0,Month-to-month,Fiber optic,Credit card,1,0,10,56.6,0
52,16,41.09,1,18,0,Month-to-month,None,Electronic check,1,0,4,130.7,0
59,37,158.1,0,11,0,One year,None,Electronic check,1,0,3,89.1,1
46,20,20.07,1,20,0,One year,Fiber optic,Electronic check,0,0,9,56.9,0
18,17,28.95,1,9,1,Month-to-month,Fiber optic,Mailed check,1,1,9,68.7,0
22,44,78.3,1,22,0,Month-to-month,DSL,Mailed check,1,0,8,55.7,0
33,58,129.9,1,12,0,Month-to-month,Fiber optic,Electronic check,1,0,2,55.5,0
32,32,74.67,2,8,0,One year,Fiber optic,Mailed check,1,0,9,89.3,0
66,10,30.61,2,13,0,One year,Fiber optic,Bank transfer,0,1,1,57.8,0
66,18,70.85,1,9,0,Month-to-month,Fiber optic,Credit card,0,1,9,26.5,1
67,12,59.2,3,17,0,Month-to-month,DSL,Electronic check,1,1,8,30.7,0
54,64,20.87,1,12,0,Month-to-month,DSL,Bank transfer,1,1,5,43.1,0
50,24,105.57,1,17,0,Month-to-month,Fiber optic,Electronic check,1,1,2,67.2,1
55,27,38.66,0,15,0,Month-to-month,DSL,Electronic check,0,0,1,31.9,0
41,6,66.0,2,13,0,One year,DSL,Electronic check,1,0,1,15.4,1
56,33,122.59,3,13,0,Two year,None,Electronic check,0,0,3,45.2,0
64,66,136.02,0,14,0,Month-to-month,None,Electronic check,1,1,5,73.3,0
62,30,62.15,0,17,0,Two year,DSL,Credit card,0,1,4,93.3,0
53,47,72.67,1,19,0,One year,DSL,Mailed check,1,0,7,34.2,0
21,14,59.51,4,16,0,One year,Fiber optic,Credit card,1,0,2,50.5,0
60,11,173.1,1,10,0,Two year,DSL,Electronic check,1,0,8,28.1,1
39,53,50.48,1,11,0,Month-to-month,DSL,Mailed check,0,1,2,40.7,0
61,5,49.31,3,14,0,One year,DSL,Credit card,0,0,5,17.3,0
49,33,91.21,1,5,0,Month-to-month,None,Electronic check,1,0,1,23.5,1
69,23,50.29,1,20,0,Two year,Fiber optic,Bank transfer,1,0,10,22.9,0
37,2,45.07,4,11,0,Month-to-month,DSL,Bank transfer,0,0,5,95.9,0
72,39,35.34,1,11,0,One year,Fiber optic,Credit card,1,1,4,31.9,0
66,70,122.43,1,11,0,Month-to-month,DSL,Mailed check,1,0,2,81.2,1
37,5,117.93,0,14,1,Month-to-month,None,Bank transfer,0,0,3,23.7,1
45,59,124.03,0,14,0,Month-to-month,DSL,Electronic check,1,0,3,52.7,0
48,39,143.73,1,11,0,One year,DSL,Credit card,0,0,1,63.1,0
62,53,72.22,2,11,1,Month-to-month,Fiber optic,Bank transfer,0,0,5,70.3,1
57,7,166.95,3,13,0,Month-to-month,DSL,Bank transfer,0,0,2,14.1,1
67,63,137.31,0,9,1,Month-to-month,DSL,Credit card,1,0,2,71.3,1
39,1,148.75,0,15,0,Month-to-month,None,Credit card,0,0,1,77.4,1
47,66,135.35,2,13,0,Month-to-month,None,Electronic check,1,1,1,8.0,0
42,48,77.35,0,17,0,Month-to-month,None,Bank transfer,1,0,9,29.3,0
70,25,65.29,3,9,0,Month-to-month,Fiber optic,Electronic check,1,0,8,74.2,1
35,1,87.6,2,13,0,Two year,DSL,Credit card,1,1,7,126.8,0
52,44,35.52,0,12,0,Month-to-month,None,Mailed check,1,1,9,73.5,0
24,7,92.2,0,13,0,Month-to-month,Fiber optic,Mailed check,0,0,5,9.5,0
67,44,26.9,3,11,0,One year,Fiber optic,Credit card,1,0,4,71.1,0
40,56,20.63,1,17,1,Month-to-month,Fiber optic,Electronic check,1,0,5,23.3,0
37,20,169.04,2,13,1,Two year,Fiber optic,Electronic check,0,1,5,63.3,1
51,18,130.29,1,17,0,Month-to-month,Fiber optic,Mailed check,1,0,2,74.6,1
46,16,109.9,0,16,0,Month-to-month,Fiber optic,Credit card,0,0,3,63.0,1
67,17,74.58,1,14,0,Two year,None,Electronic check,0,1,5,85.6,0
48,9,111.29,0,14,0,Month-to-month,Fiber optic,Mailed check,1,0,5,33.5,1
47,18,162.65,2,14,1,Two year,None,Credit card,1,1,4,76.0,1
24,48,124.38,1,19,0,Month-to-month,Fiber optic,Bank transfer,1,1,1,43.3,0
19,22,116.4,1,13,0,Month-to-month,DSL,Electronic check,0,1,3,75.0,0
41,57,93.63,0,9,0,Month-to-month,Fiber optic,Mailed check,1,0,5,26.0,0
75,59,75.31,1,16,0,Month-to-month,Fiber optic,Credit card,1,1,3,35.5,0
71,55,131.77,3,18,1,One year,DSL,Mailed check,0,1,5,81.8,0
54,39,176.96,1,17,1,Month-to-month,Fiber optic,Credit card,0,0,4,51.4,1
54,23,87.96,3,12,0,Month-to-month,Fiber optic,Electronic check,0,0,4,32.6,1
40,67,82.75,0,17,0,Month-to-month,Fiber optic,Credit card,1,0,10,83.8,0
28,15,88.5,2,19,1,One year,Fiber optic,Electronic check,0,0,9,35.6,0
18,34,88.09,2,16,0,Month-to-month,None,Bank transfer,0,0,8,68.4,0
37,33,178.5,1,11,0,Month-to-month,DSL,Credit card,1,1,5,36.8,1
36,54,133.08,2,15,0,Month-to-month,Fiber optic,Electronic check,0,0,9,126.3,0
29,40,77.47,3,13,0,One year,DSL,Credit card,1,0,2,58.2,0
33,58,79.44,0,10,1,Two year,Fiber optic,Bank transfer,1,0,2,52.7,0
19,67,88.93,1,13,1,Month-to-month,None,Bank transfer,1,1,8,92.6,0
53,29,25.87,2,14,1,Month-to-month,None,Electronic check,1,0,10,33.9,0
71,63,104.45,3,14,0,Month-to-month,DSL,Bank transfer,1,0,2,79.9,0
58,13,149.82,3,9,1,One year,Fiber optic,Credit card,1,1,5,31.5,1
43,66,125.69,0,13,0,Month-to-month,None,Credit card,1,0,1,50.8,1
42,13,51.75,1,16,0,Month-to-month,DSL,Mailed check,0,0,10,38.9,1
35,62,136.49,1,14,0,One year,Fiber optic,Mailed check,1,1,4,24.4,0
26,29,135.11,0,11,0,Month-to-month,Fiber optic,Electronic check,0,1,9,24.6,0
52,70,62.01,2,16,1,Month-to-month,DSL,Credit card,1,0,8,39.2,0
50,10,119.66,3,12,1,Two year,Fiber optic,Credit card,1,1,2,77.3,1
18,34,117.75,1,16,1,Two year,Fiber optic,Bank transfer,1,1,10,197.2,0
42,65,154.37,2,18,0,One year,Fiber optic,Bank transfer,0,1,10,24.9,0
34,4,41.77,3,11,0,Month-to-month,Fiber optic,Credit card,1,0,7,50.2,1
27,20,51.17,1,22,0,Month-to-month,DSL,Bank transfer,1,0,10,43.7,0
58,7,97.76,1,15,0,Month-to-month,DSL,Bank transfer,1,0,9,79.0,0
48,24,27.06,2,11,0,One year,None,Mailed check,1,0,6,107.2,0
54,29,86.5,1,15,0,One year,Fiber optic,Mailed check,1,0,6,60.5,0
59,45,146.12,2,11,0,Month-to-month,Fiber optic,Credit card,1,0,10,26.0,1
74,19,43.79,3,21,0,Month-to-month,Fiber optic,Electronic check,0,0,2,43.9,0
64,12,93.59,3,14,1,Month-to-month,DSL,Mailed check,1,0,5,70.2,0
53,13,178.36,2,13,0,One year,DSL,Credit card,0,0,6,45.2,0
68,68,100.95,0,11,0,Month-to-month,Fiber optic,Mailed check,1,1,1,29.0,0
45,69,99.73,1,23,1,One year,DSL,Bank transfer,1,1,8,53.6,0
75,16,109.41,3,17,0,One year,DSL,Bank transfer,0,0,7,46.6,1
62,15,49.76,0,16,0,Month-to-month,Fiber optic,Mailed check,1,1,1,17.3,0
55,4,43.55,2,17,0,Two year,None,Mailed check,0,1,9,62.4,0
70,70,128.38,1,12,0,Two year,DSL,Bank transfer,1,0,5,81.2,1
47,51,83.32,0,13,0,One year,Fiber optic,Bank transfer,1,0,2,104.0,1
59,55,66.39,2,16,0,Month-to-month,Fiber optic,Electronic check,0,0,1,137.6,0
34,21,25.02,2,12,0,Month-to-month,Fiber optic,Electronic check,1,1,3,169.2,0
73,47,155.37,1,11,0,Month-to-month,DSL,Bank transfer,1,0,4,21.1,1
54,5,25.17,1,16,0,Month-to-month,Fiber optic,Credit card,1,1,5,66.0,0
63,49,140.0,1,17,1,Month-to-month,None,Bank transfer,1,0,6,15.0,0
44,42,81.12,3,11,0,Two year,DSL,Bank transfer,1,0,7,60.7,0
68,24,115.79,2,13,1,Month-to-month,DSL,Electronic check,0,0,8,76.3,1
22,52,59.63,3,11,0,Month-to-month,Fiber optic,Electronic check,1,0,5,22.1,0
24,47,44.86,2,14,0,Two year,DSL,Bank transfer,1,1,4,141.4,0
47,32,105.34,2,17,0,One year,DSL,Mailed check,0,0,8,23.1,0
60,14,131.3,2,9,0,Month-to-month,None,Bank transfer,0,0,2,27.9,0
64,2,51.28,1,9,0,Two year,Fiber optic,Bank transfer,0,1,10,76.9,0
43,68,89.82,2,11,0,Month-to-month,Fiber optic,Credit card,0,0,5,66.5,1
55,21,91.14,0,10,0,One year,Fiber optic,Electronic check,1,0,7,67.4,0
50,22,54.56,3,6,0,Month-to-month,Fiber optic,Electronic check,1,0,2,7.2,1
73,50,110.41,0,15,0,One year,Fiber optic,Mailed check,0,0,1,70.0,0
55,19,43.35,0,16,1,One year,None,Mailed check,1,1,1,64.2,0
42,28,101.56,1,16,0,One year,Fiber optic,Credit card,1,0,4,38.2,1
74,52,38.15,1,13,0,Month-to-month,Fiber optic,Electronic check,0,0,8,18.1,0
24,43,97.69,0,18,0,Two year,Fiber optic,Mailed check,1,0,10,52.9,0
75,48,69.86,1,18,0,Month-to-month,Fiber optic,Credit card,1,0,7,82.3,0
26,1,92.36,0,16,0,Two year,Fiber optic,Electronic check,1,1,5,98.0,0
34,33,89.4,0,10,0,Month-to-month,DSL,Bank transfer,1,0,6,44.4,0
65,35,165.27,3,15,1,Month-to-month,Fiber optic,Electronic check,1,0,2,106.3,1
60,46,98.39,3,18,0,Two year,Fiber optic,Electronic check,0,1,2,16.8,0
74,11,150.96,4,17,0,One year,DSL,Bank transfer,1,0,9,82.9,0
61,12,56.1,1,17,0,Month-to-month,DSL,Electronic check,1,1,10,51.7,0
54,55,76.33,0,20,1,One year,DSL,Mailed check,1,0,9,16.2,0
38,49,32.01,1,17,1,Month-to-month,DSL,Mailed check,1,0,9,96.2,0
18,59,87.32,1,18,0,Month-to-month,Fiber optic,Mailed check,1,0,8,52.2,0
25,20,126.99,1,14,0,Month-to-month,Fiber optic,Bank transfer,1,1,9,86.3,1
35,72,154.11,2,20,1,Month-to-month,Fiber optic,Bank transfer,0,0,1,49.1,1
20,20,110.55,2,12,0,Month-to-month,Fiber optic,Credit card,1,1,1,48.3,0
47,47,122.41,2,14,0,One year,Fiber optic,Electronic check,1,1,9,37.8,0
63,12,48.36,2,18,1,One year,Fiber optic,Electronic check,0,0,1,53.7,0
73,67,25.95,2,15,0,Month-to-month,Fiber optic,Electronic check,1,0,3,68.4,0
46,24,146.67,1,15,1,One year,Fiber optic,Electronic check,1,1,5,50.5,1
68,58,46.73,0,13,0,Month-to-month,Fiber optic,Bank transfer,1,0,6,23.6,0
75,24,34.59,5,13,0,Two year,DSL,Bank transfer,1,1,3,65.4,0
67,57,170.01,1,8,0,One year,Fiber optic,Bank transfer,1,0,9,65.4,1
44,33,174.16,2,16,0,Two year,Fiber optic,Credit card,1,1,4,22.9,0
36,5,118.6,1,15,1,Two year,DSL,Electronic check,1,0,8,35.2,1
74,14,80.58,3,10,0,One year,DSL,Electronic check,1,0,8,21.8,0
32,50,153.32,2,11,1,Month-to-month,Fiber optic,Mailed check,1,1,1,54.5,1
41,14,52.76,1,16,0,Two year,Fiber optic,Mailed check,0,0,10,76.2,0
22,20,88.7,0,14,1,One year,None,Electronic check,1,1,3,71.0,0
64,40,77.12,2,13,0,Month-to-month,Fiber optic,Bank transfer,1,0,7,18.0,0
55,19,166.03,0,15,0,Month-to-month,DSL,Mailed check,0,1,7,52.7,1
22,10,167.16,2,18,0,Month-to-month,Fiber optic,Mailed check,0,0,1,26.4,1
30,45,124.14,2,19,0,Month-to-month,Fiber optic,Electronic check,1,0,10,21.1,0
50,50,37.72,1,12,0,Two year,Fiber optic,Bank transfer,1,0,1,52.7,0
49,53,97.15,1,8,1,Month-to-month,Fiber optic,Mailed check,0,0,5,38.5,1
64,68,59.25,0,14,1,Month-to-month,DSL,Mailed check,0,1,3,129.2,1
33,9,161.59,0,14,0,Month-to-month,None,Bank transfer,1,0,3,136.8,1
71,31,42.14,0,11,0,One year,Fiber optic,Credit card,1,0,1,76.1,0
43,17,28.69,4,9,0,One year,DSL,Bank transfer,0,1,2,36.9,1
65,65,132.71,0,15,1,One year,DSL,Electronic check,1,0,2,13.8,1
31,39,92.53,1,13,0,Month-to-month,Fiber optic,Electronic check,1,0,7,35.9,0
20,8,154.14,2,23,0,Two year,Fiber optic,Electronic check,1,0,1,82.9,0
21,50,31.94,2,13,0,Month-to-month,DSL,Bank transfer,1,0,6,40.8,0
39,4,148.17,0,15,1,Month-to-month,Fiber optic,Electronic check,1,0,3,17.8,1
73,20,25.97,2,17,0,Month-to-month,None,Electronic check,0,0,1,116.8,0
20,52,24.49,1,18,0,Month-to-month,Fiber optic,Mailed check,1,1,1,29.3,0
39,37,93.81,1,12,0,Month-to-month,Fiber optic,Credit card,1,1,9,31.7,1
24,55,55.41,0,9,1,One year,DSL,Bank transfer,0,1,10,102.4,0
72,42,114.99,2,20,0,Month-to-month,DSL,Credit card,1,0,7,59.5,1
57,61,24.13,0,12,1,Two year,None,Electronic check,1,0,6,61.3,0
62,41,25.66,0,8,1,Month-to-month,DSL,Bank transfer,1,0,3,62.2,0
59,5,136.34,2,15,0,Month-to-month,DSL,Electronic check,1,1,9,26.9,0
56,6,53.63,1,17,0,One year,DSL,Bank transfer,1,0,5,73.7,0
62,56,125.03,1,13,1,One year,DSL,Bank transfer,0,0,7,90.9,1
18,3,139.99,3,9,0,Two year,Fiber optic,Bank transfer,0,1,8,55.3,1
68,28,29.49,3,17,0,Month-to-month,None,Credit card,1,0,5,46.8,0
60,2,143.16,1,16,0,Month-to-month,DSL,Credit card,1,0,4,107.2,1
60,22,62.95,0,11,1,Two year,DSL,Mailed check,1,0,5,85.1,0
40,43,82.33,0,15,0,Month-to-month,Fiber optic,Credit card,1,0,9,30.2,0
64,13,33.86,1,19,0,One year,None,Mailed check,0,0,8,79.5,0
40,34,154.18,1,15,0,Month-to-month,None,Bank transfer,1,0,7,48.0,0
20,72,109.72,0,13,0,Month-to-month,None,Mailed check,1,0,4,61.4,0
70,6,100.75,1,16,0,Two year,DSL,Bank transfer,1,1,4,132.5,0
31,5,174.97,2,8,0,Two year,Fiber optic,Electronic check,1,1,6,17.6,1
23,20,73.52,2,8,1,Two year,Fiber optic,Credit card,1,0,1,11.2,1
54,60,162.52,0,13,1,Two year,DSL,Bank transfer,1,0,2,35.2,1
31,30,135.15,1,20,0,Month-to-month,Fiber optic,Bank transfer,1,0,6,47.1,0
67,47,168.56,2,13,0,One year,Fiber optic,Bank transfer,0,0,8,31.7,0
43,3,165.25,1,18,0,Month-to-month,Fiber optic,Mailed check,1,1,4,74.6,1
18,53,178.56,0,15,0,One year,DSL,Mailed check,1,0,4,68.3,1
73,5,41.07,1,12,0,One year,DSL,Electronic check,0,0,8,53.7,0
47,52,147.36,0,16,0,One year,Fiber optic,Electronic check,0,1,2,64.0,0
33,11,148.72,0,12,0,Month-to-month,DSL,Electronic check,1,1,1,62.2,1
57,62,123.1,0,10,0,Month-to-month,DSL,Bank transfer,1,0,8,112.4,0
48,22,64.62,1,13,0,One year,Fiber optic,Credit card,1,0,5,28.0,0
19,14,174.42,1,17,0,Two year,DSL,Bank transfer,0,1,1,59.9,0
62,25,52.71,1,16,0,Month-to-month,DSL,Mailed check,1,0,7,101.3,0
41,1,99.93,3,6,0,Month-to-month,DSL,Credit card,0,1,10,45.4,1
58,12,103.44,2,12,0,Two year,DSL,Bank transfer,1,0,4,52.9,1
69,44,45.89,1,20,0,One year,DSL,Credit card,1,0,7,83.7,0
53,22,135.6,1,19,0,One year,Fiber optic,Mailed check,1,0,8,12.9,0
56,26,34.22,2,11,0,Two year,Fiber optic,Electronic check,0,0,8,91.5,0
32,59,130.9,3,10,0,One year,DSL,Bank transfer,0,0,5,65.5,0
31,9,155.78,2,8,0,One year,Fiber optic,Mailed check,1,0,1,78.7,1
42,29,75.9,3,22,0,One year,DSL,Bank transfer,1,0,2,75.6,0
67,14,133.51,3,18,0,Month-to-month,DSL,Electronic check,1,0,6,19.3,0
48,35,45.08,1,19,0,Month-to-month,Fiber optic,Mailed check,1,1,6,21.0,0
38,24,155.35,2,14,0,Month-to-month,None,Credit card,1,0,1,9.3,1
63,4,172.33,2,13,0,One year,DSL,Bank transfer,1,0,3,19.3,1
67,6,44.43,3,17,0,Month-to-month,Fiber optic,Credit card,0,0,4,26.6,0
70,62,130.7,0,13,0,Two year,DSL,Credit card,0,1,9,54.5,0
35,5,100.93,1,14,0,Month-to-month,Fiber optic,Credit card,1,0,8,104.6,1
59,57,105.04,0,16,0,One year,Fiber optic,Mailed check,0,0,9,43.5,0
52,66,133.04,0,14,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,51.5,0
44,34,98.2,2,9,0,Month-to-month,Fiber optic,Mailed check,0,1,9,48.8,1
41,23,116.05,3,16,0,Month-to-month,Fiber optic,Credit card,1,0,7,69.5,0
24,56,56.94,1,21,0,One year,None,Credit card,1,0,1,35.1,0
33,71,80.56,1,14,0,Month-to-month,Fiber optic,Bank transfer,1,0,6,50.4,1
49,9,158.44,1,17,0,Month-to-month,None,Bank transfer,1,1,3,86.8,0
69,70,37.58,1,14,0,Two year,Fiber optic,Electronic check,0,0,10,106.5,0
68,68,115.61,2,12,0,One year,Fiber optic,Credit card,1,0,5,102.0,0
28,11,49.49,2,14,0,One year,Fiber optic,Credit card,0,0,5,94.4,0
57,4,155.45,1,16,1,One year,None,Electronic check,0,0,10,98.7,1
22,52,112.65,0,7,1,One year,Fiber optic,Bank transfer,1,0,4,53.6,0
57,6,84.49,2,14,0,Month-to-month,DSL,Electronic check,1,1,7,34.3,0
37,44,59.97,2,11,0,Month-to-month,DSL,Mailed check,0,1,9,64.1,0
44,5,89.9,2,15,0,Month-to-month,DSL,Bank transfer,1,0,6,68.7,0
59,50,173.22,4,16,1,Month-to-month,DSL,Electronic check,1,0,5,44.6,1
42,17,101.47,1,12,0,One year,DSL,Bank transfer,1,0,4,35.6,0
64,7,95.12,0,12,0,Two year,Fiber optic,Credit card,1,0,3,100.3,0
48,5,139.4,3,10,1,One year,Fiber optic,Credit card,1,0,9,52.4,1
75,14,80.65,5,14,0,Month-to-month,DSL,Credit card,1,0,5,43.0,1
55,39,88.39,1,15,1,Two year,DSL,Credit card,1,1,4,45.6,1
35,6,73.91,0,12,0,Month-to-month,DSL,Electronic check,0,0,5,59.1,0
62,58,44.15,1,17,1,Month-to-month,Fiber optic,Credit card,0,0,1,34.7,0
41,44,134.21,1,14,0,Month-to-month,Fiber optic,Credit card,0,0,3,67.8,1
48,22,159.68,5,17,0,Two year,None,Mailed check,1,0,10,5.9,0
25,72,164.89,0,20,0,One year,Fiber optic,Mailed check,0,0,8,22.8,0
24,48,160.93,1,13,1,One year,Fiber optic,Mailed check,0,0,9,42.0,1
51,49,92.29,0,14,0,One year,DSL,Credit card,1,0,9,70.7,0
28,13,65.45,1,12,1,One year,Fiber optic,Credit card,1,1,1,42.3,0
75,52,122.07,1,12,1,Month-to-month,Fiber optic,Credit card,1,1,5,90.0,1
67,41,172.75,1,11,0,One year,None,Bank transfer,1,0,2,105.5,1
58,71,136.33,1,18,1,Month-to-month,Fiber optic,Mailed check,0,0,1,49.0,1
60,35,99.18,2,11,0,Month-to-month,None,Electronic check,1,1,3,29.5,0
52,49,130.21,0,13,1,Month-to-month,None,Bank transfer,1,0,2,50.1,0
21,25,143.61,0,11,1,Month-to-month,None,Credit card,0,0,10,88.3,1
40,3,167.08,5,14,0,Two year,Fiber optic,Credit card,0,1,6,28.0,1
46,10,142.11,0,21,0,Month-to-month,DSL,Bank transfer,1,1,10,75.0,0
71,63,89.31,1,9,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,48.1,0
30,54,63.78,1,12,0,Month-to-month,None,Mailed check,0,0,6,78.0,0
46,27,99.98,1,19,0,One year,None,Bank transfer,1,1,4,67.5,0
37,51,72.51,1,17,0,Month-to-month,None,Bank transfer,1,0,6,37.0,0
25,1,170.84,2,18,0,Two year,Fiber optic,Mailed check,0,0,6,48.6,0
23,3,101.27,0,15,0,Month-to-month,Fiber optic,Bank transfer,0,0,1,69.4,1
39,37,95.53,0,12,1,Month-to-month,Fiber optic,Electronic check,1,0,7,86.2,1
22,45,75.71,0,11,0,Month-to-month,Fiber optic,Electronic check,0,1,3,48.4,0
21,68,122.31,0,13,0,Two year,Fiber optic,Bank transfer,1,0,2,88.1,1
38,55,103.21,0,15,1,Month-to-month,DSL,Electronic check,1,0,10,140.8,0
29,19,40.65,5,11,0,Month-to-month,Fiber optic,Bank transfer,0,0,7,91.5,0
50,59,159.07,4,9,0,Month-to-month,DSL,Mailed check,1,0,1,52.8,0
19,36,77.44,0,18,0,Month-to-month,Fiber optic,Mailed check,1,1,2,51.7,0
35,60,89.21,0,17,1,Month-to-month,Fiber optic,Electronic check,1,1,1,20.3,1
44,13,52.91,1,19,1,Month-to-month,DSL,Bank transfer,1,0,6,47.1,0
73,2,108.54,0,21,0,One year,Fiber optic,Mailed check,1,1,7,75.5,1
54,5,132.33,0,17,0,Two year,DSL,Electronic check,0,0,7,86.1,0
69,72,160.99,2,14,0,Month-to-month,DSL,Mailed check,0,0,1,27.1,1
37,6,28.26,1,13,0,Month-to-month,DSL,Mailed check,0,0,3,66.8,0
44,68,175.73,1,12,0,Month-to-month,DSL,Electronic check,0,0,2,96.9,1
42,53,132.61,1,15,0,Two year,None,Credit card,0,0,9,26.3,1
69,11,65.49,1,10,0,One year,Fiber optic,Electronic check,1,0,2,61.8,0
73,63,52.72,3,9,1,Month-to-month,Fiber optic,Credit card,1,0,8,37.8,1
73,11,67.37,3,8,0,One year,Fiber optic,Mailed check,0,1,3,23.1,1
61,11,160.12,1,10,0,Month-to-month,Fiber optic,Credit card,0,1,9,49.1,1
47,42,66.62,0,12,1,Month-to-month,Fiber optic,Mailed check,0,1,4,18.6,0
49,21,94.05,2,14,0,Two year,Fiber optic,Mailed check,0,0,4,37.1,0
74,21,132.92,5,4,0,Month-to-month,DSL,Electronic check,0,0,6,54.7,1
34,15,159.52,0,13,0,Month-to-month,None,Bank transfer,1,0,10,86.4,0
38,44,125.37,0,9,1,One year,Fiber optic,Credit card,1,0,5,27.8,0
70,2,140.5,1,21,0,One year,None,Mailed check,1,0,5,45.2,1
40,18,47.73,2,12,1,Month-to-month,None,Bank transfer,0,0,4,87.3,0
31,40,160.39,1,22,0,One year,Fiber optic,Bank transfer,1,0,4,33.2,0
50,36,64.12,2,16,0,One year,None,Bank transfer,1,0,10,24.1,0
36,51,40.54,1,18,0,Two year,DSL,Electronic check,1,1,7,104.2,0
69,16,176.2,1,15,1,Month-to-month,Fiber optic,Bank transfer,1,0,10,51.0,1
70,47,52.26,0,14,0,Month-to-month,Fiber optic,Mailed check,1,0,9,89.5,0
35,55,41.86,1,16,0,Two year,None,Mailed check,0,0,5,36.3,0
48,28,120.16,1,11,0,One year,Fiber optic,Electronic check,0,0,9,76.5,0
75,19,71.02,1,15,0,Month-to-month,DSL,Mailed check,1,0,2,88.5,0
61,40,41.34,2,12,0,One year,DSL,Credit card,1,0,3,38.7,0
30,42,116.18,1,13,0,Month-to-month,Fiber optic,Mailed check,1,0,5,74.2,0
52,7,141.44,3,14,0,Two year,Fiber optic,Mailed check,1,0,2,34.6,0
53,41,146.91,2,17,0,One year,Fiber optic,Mailed check,0,0,1,103.0,1
55,12,44.88,0,24,0,Two year,Fiber optic,Mailed check,0,0,5,34.7,0
19,41,109.1,3,18,1,One year,Fiber optic,Bank transfer,1,1,1,106.6,1
35,68,150.19,3,18,0,One year,DSL,Mailed check,1,1,10,66.5,0
67,39,45.77,1,15,0,Month-to-month,DSL,Mailed check,0,0,6,46.0,0
31,55,53.23,0,18,0,Month-to-month,None,Electronic check,1,1,10,114.0,0
35,23,20.39,1,13,0,Month-to-month,Fiber optic,Bank transfer,0,0,7,37.5,0
36,67,103.94,2,14,0,Two year,Fiber optic,Bank transfer,1,0,3,139.8,0
28,59,51.15,2,16,0,One year,Fiber optic,Credit card,1,0,7,74.5,0
27,67,135.88,1,17,0,Month-to-month,DSL,Bank transfer,1,0,1,25.4,0
38,54,173.95,2,15,0,Month-to-month,DSL,Bank transfer,1,1,6,42.0,1
68,47,53.4,1,13,0,One year,Fiber optic,Credit card,1,1,8,47.3,0
18,38,123.86,1,16,0,One year,DSL,Bank transfer,1,0,5,142.0,0
34,67,53.89,3,13,0,Month-to-month,DSL,Credit card,1,1,3,99.7,0
21,62,22.88,2,16,0,One year,Fiber optic,Credit card,1,0,10,86.7,0
50,31,141.37,1,27,0,Month-to-month,None,Credit card,1,0,3,38.4,0
